text,label,language
"Пока идёт подготовка к воскресному волейбольчику, проверил новый зал ещё и с кольцами, недалеко от Нарвской. Если есть ещё желающие постучать и потолкаться, отмечаемся.",1,ru
"Я сегодня плохой парень - фотографирую в метро 
P.S. до сих пор снимать в метро запрещено, несмотря на то что, Полтавченко пообещал сегодня все исправить.",1,ru
"Пока вставала разодрала штаны об гвоздь торчащий из скамейки. Полминуты истерично пыталась открыть домофон...Все это время таксист смотрел на меня ахуевшими глазами из машины и активных действий не предпринимал. ""Он в шоке!"",-подумал я.Все оказалось проще - потом, уже в подъезде, я вспомнила, что заплатил ему, когда села а машину...Пришлось новые штаны покупать....",1,ru
"Задолбала спираль.

""Ночь, улица, фонарь, аптека,
Бессмысленный и тусклый свет.
Живи ещё хоть четверть века —
Всё будет так. Исхода нет.

Умрёшь — начнёшь опять сначала
И повторится всё, как встарь:
Ночь, ледяная рябь канала,
Аптека, улица, фонарь.""",1,ru
"десять раз зарекался связываться со сраной Почтой России...
спустя две недели вижу тот же пункт отправления в системе отслеживания. ЖЕСТЬ.
 Это был последний раз. Честно.
 лучше накинуть транспортной компании 100-200р, но получить груз быстро и гарантированно и без нервов.

Сейчас глянул - сеть забита жалобами и проклятиями в адрес сей конторы. Как и почему они вообще до сих пор существуют?...",0,ru
"ЕСТЬ ЛИ ПРОЩЕНИЕ ЗА ТАКОЙ ГРЕХ?
В убийстве 79-летней актрисы Александры Завьяловой обвинили ее собственного сына. Звезда советского кино была убита в Санкт-Петербурге накануне юбилея - 4 февраля ей должно было исполниться 80 лет. Широкому зрителю Завьялова была известна по роли Пистимеи Морозовой в фильме ""Тени исчезают в полдень"".",1,ru
"Итоги:
Туристический сезон: открыт
Сезон хард-кора с рюкзаком: открыт
Купальный сезон: открыт
Сезон ""сгорел под солнцем"": открыт

З.Ы. Мел.... он повсюду.... =D",2,ru
"Раздача подарков №5
•Задания:Добавить 
• [id137736308|""Меня""] 
•Вступить  
• [club59281609|""Вот сюда""] 
•Лайк на аву.
•Сделать репост Этой записи.
•Написать в комментарии какой подарок надо.
•P.S.Удалили запись  - Удаляю подарки!!!",1,ru
"Стиснув до белизны кулаки,
Я не чувствую боли.
Я играю лишь главные роли — 
Пусть они не всегда велики,
Но зато в них всегда больше соли,
Больше желчи в них или тоски,
Прямоты или истинной воли — 
Они страшно подчас нелегки,
Но за них и награды поболе.",1,ru
"Европейские стандарты семейных ценностей отныне в Новой Зеландии. Публика приветствует сегодняшнее решение парламента о разрешении однополых браков. Вокруг целуются гей-пары, царит атмосфера праздника - наконец-то они смогут получить статус семьи. Ну как? Хотим ещё быть в Европе? Это условие, без которого Украину в ЕС не пустят.
",1,ru
"Угадайте с трех раз, у кого температура, и кто валяется в кроватке уже в будни, не дожидаясь выходных?
Угадайте, кого я попрошу веселить и развлекать меня различным медиаконтентом и добрыми словами?",1,ru
"Фото и Видео съемка. Все виды услуг. Свадьба. Фотосессии. Детская фотография. Репортажная съемка. Съемка в студии. Видеосессии. Создание видео клипов, Love story.",1,ru
"ваняя,хелп ми плиииз!!!!!!!!!! у меня всё тормозит,не знаю,как в личку написать,поэтому сюда пишу. как делать географию,что вообще писать там надо???????????????",1,ru
"Человека узнаешь только когда сломал ему челюсть и две руки. Лишь тогда он показывает свой истинный характер.

Маргарита Цемох  ""Уебище. Дневник в письмах""",0,ru
"Мой клиент англичанин, спросил у меня, почему все население Беларуси ходит в одежде черного цвета. Я задумался и ответил. У нас в стране траур уже десятый год.",1,ru
"Я знаю. И твой ник на ласте. Ты сейчас делаешь следующее: 1. Удивляешься, говоришь: Ой, какая крутая песня, спасибо Вась.
2. Просишь ещё покидать их песенок, потому что тебе понравилось(я не кину). Договорились? Ну только чтобы это смешно было, смотри у меня.",1,ru
В начале церковного года невольно начинаешь задумываться о многом. О вечном и временном. О правильном и ошибочном. Об истинном и лживом. О радостном и грустном... и есть ли смысл вкрнтакте?   Совсем неочевидно! ))),1,ru
"Привет всем,у мя грандиозная новость и я хочу чтобы все порадовались сомной мой старшенький сынишка Колечка,у него нашлась буква К,и теперь вскоре он будет говорить Коля,а не Толя...",2,ru
"  casalinghe☺ / ребята, срочно нужна ваша помощь🆘 как вы взбиваете яйца на шарлотку?  Вместе или белки/желтки отдельно.  Потому что рецептов много, мне нужен проверенный. 😣Я такую простую, казалось бы, выпечку еще не делала. Я бисквитов еще боюсь. Так что быстро быстро помню было много шарлоток в ленте осенью, так что поделитесь секретом? И еще в духовку холодную класть💨 чтобы поднялся или уже разогретую? 🔥   ",1,ru
"привет помаги пожалуйсто....у меня iphone 3g 16gb на нем стаит прашивка 3.1.3, я пытался обнавить до 4.2 у меня выдает постаянную ошибку что делать???   напиши в личку",0,ru
"Иди ко мне, я буду,
Как жизнь твоя...
Я буду твоим вуду.
И поцелуем буду,
И простудой,
Иди ко мне, я буду.
Иди, я буду...
Иди, я буду...",2,ru
"Если от кого-то услышите фразу «любви нет», не верьте. Знайте, 
у этого человека она была, и очень сильная. 
Просто потом кто-то сделал ему очень больно.",0,ru
"Никто ни прийдет и не подарит Вам машину. Не будь пассажиром! Учись ! Твори! Живи! Не важно какая у тебя машина, главное, что она чистая и﻿ исправная, готовая выстрелить в любой момент.",2,ru
"Скажи как мне жить, если нет стимула?
Но таем, мечтаем мы об одном
Друг друга теряем мы день за днем
И мы словно камни на дно идём
Скажи, что простишь, все вернём.",0,ru
"Я смотрю все такие невхерственные и крутые, а любого прикуй наручниками к батарее, встань напротив с бейсбольной битой, и куда денется вся эта невхерственная крутизна? А? В штаны, вместе с адреналином!",0,ru
"Блин, 2 отряд, бы мне все мозги проели. Сегодне ночью температура поднялась, я во сне кричала'' Второй отряд, отодвинтесь- мне плохо''. Воо так-то даже ночью про вас думаю;-)",1,ru
"Просто охренеть. Статья про трактор и ОТВЕТ:
1. У нас хам на хаме сидит! - Ну да, но ведь привыкнуть можно...
2. Отвратная медицина и образование! - Ну да, но ведь привыкнуть можно... еще кружки кройки и шитья можно найти...
3. Непрофессионализм, коррупция! - Ну да, но ведь приспособиться можно....
А там еще и березки(которых, отмечу, заграницей тоже полно)
Ад и ужас, серьезно",0,ru
"Новый трек! Немножко в новом для нас стиле.

1 куплет: [id36289548|d1sTeR]
2 куплет: [id107234151|Kast]
Дизайн: [id101840801|Design by NesteR]

Приятного прослушивания.

МАКСИМАЛЬНЫЙ РЕПОСТ!",1,ru
"Театр абсурда на сегодняшней выставке. Ворон хоть и получил свой Отл, но остался без титула, потому что ""Кобель должен быть мощным, а этот недостаточно развит"". На секундочку Этот - 10 месячный щенок!! И конечно он не развит, как взрослый кобель! Так мы и выставляемся в классе юниоров! И претендуем на юниорский титул, а не взрослый! В итоге все юниоры (что логично) оказались не достаточно развиты и остались без титула. И с одной стороны, хочется назвать тетю дурой... но только тетя, хоть и не компетентная тетя, денег заработала, а я потратила) В такие моменты задумываюсь, что не туда я пошла работать!)",0,ru
"Государственная дума РФ.: Запретить  въезд в РОССИЮ, лицам, которые 
оскорбляют, в высказываниях, РОССИЮ. Запретить лицам, которые 
позволяют себе оскорблять Россию,
 обогащаться за счёт России.",1,ru
"По неподтверждённой инсайдерской информации стало известно, что в скором времени возможно полное исчезновение музыки из Вконтакта, которая защищена авторскими правами. Советую всем выкачать всё что надо пока не поздно!",1,ru
"Гарри Поттера сняли в стиле ""арт-хаус"" ) а у Рэдклиффа оч волосатая нешестнадцатилентяя грудь. Фильм напомнил ""как я провел этим летом"". кароче я в шоке от этих маркетологов киношных)",1,ru
"Чтобы такой подарок парню или девушке, родителям или детям был еще лучше, важно выбрать для этого качественные фотографии. Представьте, как красиво они будут смотреться на шоколадных плиточках весом всего 5 грамм. А вот на упаковке можно поместить большое фото, которое станет обложкой для этого необычного альбома. Проявляйте фантазию и делайте ваш набор еще более оригинальным. На коробке можно написать пожелание, которое будет выполнено красивым шрифтом и написано поверх фотографии. Небольшую надпись можно поместить и на каждой из 12 или 20 плиток.",1,ru
"Любимую подругу не целуешь при встрече и не называешь зайкой, а говоришь тупица и машешь рукой, а она всё равно продолжает любить тебя, называя курицей.",1,ru
"А мы не ангелы, парень
Нет, мы не ангелы
Темные твари
И сорваны планки нам
Если нас спросят
Чего мы хотели бы
Мы бы взлетели
Мы бы взлетели
Мы не ангелы, парень
Нет, мы не ангелы
Там на пожаре
Утратили ранги мы
Нету к таким ни любви не доверия
Люди глядят на наличие перьев
Мы не ангелы, парень",1,ru
"Let Me In (23:31:52 2/05/2012)
ааа СУКА ОДИННАДЦАТЫЙ КЛАСС НЕРВЫ БЛЯТЬ ОХУЕВАЕШЬ УЧИТЕЛЯ ЕБУТСЯ СРУТСЯ ЗАЕБАЛИ НИЧЕ НЕ СДАДИТЕ ВЫ ВСЕ ГОВНО ПОЙДЕТЕ РАБОТАТЬ ШЛЮХАМИ И ПРОСТИТУТАМИ А ТУТ БЛЯТЬ ЕЩЕ ДЕЛАЙТЕ ПРЫГАЙТЕ НАХУЙ НА УРОКАХ СИДИШЬ КАК ДРИЩ НЕВЪЁБЫВАЕШЬ НИЧЕГО ААА ПОХУЙ ПЛЯШЕМ ТРОЛЮ ВСЕХ а так всё норм,чё",0,ru
"Моя Хиросима

Это ты - моя Хиросима
Самая сильная из катастроф
Уносят меня воды Гольфстрима
Туда, где тлеет торф

Это с тобой я полюбил холод
Он так напоминает о тебе
Зима дарит мне лишний повод
Сдаться в этой глупой борьбе

Отдам! Я всё тебе отдам!
За эти холодные объятия
Упаду к твоим ногам, мадам
Заметь меня, поправляя подол платья

И чтобы забыть мне твою ладонь
Нужно просто о скалы разбиться
Теперь как-то всё-равно на чей-то огонь
С разбитым сердцем, увы, не согреться..",0,ru
Скоро там такое будет что мама не горюй Хотели нас пограбить что бы еще пожить но увы уже не получиться все краны закрыты вот и возникает что делать а все как обычно придумать псевдо идею для социально не защищенных массы о равенстве .Ес в любом ее проявлении сам развалиться дело времени !,0,ru
"я прыгнул в бездну из уюта пора готовиться к земле, но прапор вместо парашюта инструктора вручили мне... 
а подо мной над Украиной напоминают облака жевто-блакитные руины...
 а Цель была так высока.",0,ru
"На литовских форумах -самолет шел без отстрела теплоловушек (толи не было,толи в целях маскировки),поражен комплексным воздействием(пзрк-зсу,стрелковое оружие),перевозил бмд, батарею минометов, продовольствие, перевязочные материалы, группу снайперов, львовско-литовское соединение,56 человек +усиленный екипаж,9 человек.",1,ru
"Ебите женщин и насилуйте детей 

Но главное запомните одно 

Какое бы не делал ты говно 

С баблом отмажешься от властных пиздюлей 


Ты можешь нюхать кокс в автомобиле 

Когда на нём есть синий маячок 

И коп тебе отдаст под козырёк 

И дальше ты летишь в своей машине 


Ты можешь делать всё - ведь ты в РОссии 

Стране возможностей и городе мечте 

Тут только сила грубая в цене 

И в рот берут за толстый кошелёк. 


Имейтье связи и копите бабки 

И если даже восстаёт народ 

Пакуйте быстро в чемодан монатки 

И в Пулково на первый самолёт...",0,ru
"Уже давно взяла себе твердую установку: ""Мой мир заботится обо мне"". 💭 Встречаясь с любыми, даже самыми незначительными обстоятельствами, твердите себе эту формулу - в любом случае, что бы ни происходило - плохое или хорошее",1,ru
"Если человек хочет быть частью вашей жизни, он приложит очевидные усилия, чтобы сделать это. Подумайте дважды, прежде, чем освободить место в вашем сердце для людей, которые не приложили усилий, чтобы там остаться.",1,ru
"Неразлюбившие - жестоки, а непростившие - циничны. Мы невозможно одиноки и так же страшно безразличны. Опять молчим о жизни личной, а впрочем, некому и слушать. В руке табличка - ""все отлично!"" и чек за проданную душу... Не пережившие утрату порой совсем невыносимы. Мы каждый день спешим куда-то , а жизнь идёт, проходит мимо. И понемногу сбившись в стаи, быть может, чуть сильнее стали. Но не живя, а выживая, бросаем так, как нас бросали. Уходим, чтоб не возвращали, не задержавшись на пороге, Бредем в неведомые дали, но снова по чужой дороге. Так проще: много не теряя, Мы только ищем, ищем, ищем... Быть может кто-то где-то знает, Как жить таким... неразлюбившим?",0,ru
"Неоднократно встречалась с такой системой проката велосипедов в других странах, даже пользовалась. Теперь есть и в Москве, конкретно — на Бульварном кольце. При условии, что будет охвачен весь город, одобряю. Тогда можно будет, например, с работы домой добраться. 
А пока... Где по Бульварному кольцу можно проехать на велосипеде? Выделенных дорожек нет, а пешеходы есть, и в большом количестве. Остается только проезжая часть, но этот вариант — для желающих поскорее расстаться с жизнью под колёсами автомобиля/трамвая.
Бульварное кольцо и пешком без проблем преодолевается, коротковат маршрут для велосипедного способа перемещения. 
PS А липы на Цветном здорово подросли за 10 лет.",0,ru
"9-я минута финала, игрок хозяев Дмитрий Пайе въехал коленом в опорное колено капитану Португалии - Криштиано Роналдо.
Сыграл более чем жестко.
Этим он снял нервное напряжение у гостей, до этого они часто ошибались.",1,ru
"Посмотрел фильм Калашникова. Уровень детского кружка. Прав был Сурков..., когда сказал: - Пусть снимет фильм и покажет чего он хочет... Рекомендую его на ""Серебряную калошу"" ... И будет он - КалОшников...))))",0,ru
"ЛЮДЯМ ПУТИНСКОГО ГУЛАГА...

Кто в тридцать седьмом на соседей стучал?
На евреев в начале войны?
Кто за тираном-грузином рыдал
И стрелял у Берлинской стены?

Это снова они аплодируют стоя
Вождям новой империи зла,
Это люди ГУЛАГа, люди конвоя,
""Изможденные солнцем"" дотла.

Безумцы войну против нас с вами
Ведут за счет дураков,
Для них готовят лопату с блинами
Кончаловский и Михалков.

Тирану в России почти все покорны,
Мечтают о Львове пока,
Но как на ""Первом Канале"" ответил вам Черный:
""Кишка то у вас тонка!""

© Александр Лихошерстов, 2015",0,ru
"В смерти есть что-то торжественное; это поражающая истина, которая должна угасить все страсти. Ее неумолимая коса подрезает наше существование; если это не случилось вчера, это может случиться сегодня или завтра, и иногда это завтра оказывается таким недалеким и неожиданным!",1,ru
"Если у меня родится сын, я обещаю, я научу его ухаживать за
девушками, вести себя достойно со знакомыми, любить семью,
уважать старших и быть мужчиной.",1,ru
"Я никогда не думала, что можно
знать кого-то так хорошо и в тоже
время чувствовать, что в этом
человеке еще столько не
разгаданного. Я никогда не знала,
что слова «Я ТЕБЯ ЛЮБЛЮ» каждый
раз звучат как впервые... Я никогда
не встречала человека, с которым
часы пролетали бы как минуты, и с
которым мне ни когда не хотелось
бы расставаться... Не находила
настолько близкого и родного
человека. Милый я никогда не
любила так, как я люблю тебя.",2,ru
"«Что вы думаете о теории Теккама касательно того, что энергия является не столько свойством материи, сколько одной из изначальных субстанций?» — спросил он у лодочника.
Лодочник отвечал, что отродясь о таком не думал, да и впредь не собирается.",1,ru
"Западные СМИ очаровал русский медведь Степан

Издание The Daily Mail написало статью о русской семье, в которой живет бурый медведь по кличке Степан. Авторы материала с восторгом отзываются о ласковом хищнике.",1,ru
Многое в жизни происходит...иногда мы ругаемся...а кто-то и вообще навсегда уходит...потом мы любим друг друга..потом снова в чем-то наши пути расходятся...но главное что всегда все рядом...и я не знаю людей лучше чем Вы.В моей жизни Вы многое значите)И я помню каждые наши дурные и безбашенные поступки...Каждую секундочку рядом с Вами),1,ru
"Переселила зайца на западный балкон, но толку по-моему мало...:-/ 
Мне-то пох, я с югов , а ему, бедняге, тяжко - шерстяной весь да еще и чОрный.",1,ru
"Не слушай тех, кто много обещают,
Они обычно ничего не выполняют.

Гони друзей, что предали однажды,
Кто предал раз, предаст тебя и дважды.

И не ищи любви, где нет ответа,
В любви есть двое, нет других сюжетов.",1,ru
"Вот меня всегда удивляло, как немецкая фирма аксессуаров для плавания (повторюсь - немецкая фирма) может называться Fashy? Ну палево же полнейшее!",1,ru
"Зачем я посмотрел Трасформеров??? зачем я испортил себе настроение?
кто писал сценарий и диалоги? Собчак с Бородиной? идиотизм! 
на одних спецэффектах нельзя выезжать.... 2.5 часа на смарку...",0,ru
"Мой дорогой и любимый муж🙊. Я тебя очень сильно люблю😘👄💋. Хоть иногда и убить тебя хочется😍😍😍. Но ты вторая часть меня (первая это доча наша🍼)
Я каждый день благодарю Аллаха, что ты у меня есть🙏          
Ухиббука фи-Ллях.",2,ru
"Мгновение- у меня сечас дождь...Я по тебе скучаю очень... Приезжай скорее... Между нами расстояния,но я верю мы преадалеем его... Ты знаеш я люблю тебя,моё сердце всё в руках твоих... Я прошу неуходи... Останься хоть на мгновение хоть в снах моих... Я ХОЧУ БЫТЬ РЯДОМ СТОБОЙ.",2,ru
"Вот этого я не ожидал... ну, что можно сказать - выродок...
В интервью каналу CNN бывший премьер-министр России Михаил Касьянов заявил, что именно действия российского правительства и Владимира Путина привели к такой ситуации на Восточной Украине, при которой был сбит малайзийский Boeing. При этом он не верит в то, что самолет был сбит преднамеренно. ",0,ru
"перелет и Бангкок... перелет отлично, Бангкок-  пахнет плохо, вокруг слишком много тайцев, почти нет wi-fi, но вроде добрые люди... у них большинство ездит на мопедах, движение левостороннее и немного хаотичное.. метро по остановкам платишь(просто супер, что у нас не так) ...попали на улицу,где куча ихней еды на улицах продают, запахи от нее просто нетерпимые.. на острове все супер, совсем по другому) запахов меньше, иностранцев больше)",0,ru
"🇷🇺Я дома,в Москве...безумно не хватает Италии. Теперь не просто перестроится.в России так холодно,что я уже заболела. А завтра начнутся съёмки вокального TV-show Новая Звезда. Эти две недели будут сложными. Я представляю Белгород. Постараюсь не подвести.   @new_star_tv 🇮🇹 io sono a Mosca! Italia!Amichi!Mi manchi da morire!",1,ru
"У меня есть лучшая подруга
 Дружим с ней мы – не разлей вода.
 Делим вместе горести и радость,
 Ссоримся? Бывает иногда.
 
Если ссоримся, то миримся мы быстро,
 Мы не держим на друг друга зла.
 Нет ни у кого такой подруги,
 В мире у меня она одна.
 
Говорить мы можем с ней о разном,
 Мы встречаемся с ней на день по сто раз.
 И друг другу мы не надоели
 И звоним друг другу каждый час.
 
У меня есть лучшая подруга,
 Дружим с ней мы – не разлей вода.
 Я хочу, чтоб наша дружба длилась
 Ещё очень долгие года!",2,ru
"Вчера смотрела в кино вторую часть Голодных игр:  я была просто поглощена фильмом, гениальный. Вот только невыносимо теперь ждать третию серию.",2,ru
"Никому и никогда не позволю сказать хоть одно негативное слово в сторону моей сестры. Вы можете думать всё что захотите! Но оставляйте своё мнение при себе. Она мой самый близкий человек,она мой лучик света,она моя сестра. И мне всё равно,что вы о ней думаете. Пусть она не всегда поступает верно и вообще некоторые её поступки неадекватны, но для меня она есть и будет самой лучшей:**",2,ru
"Друзья!!!Нашлась наша любимица,спасибо Оксане, которая приютила,и  дала знать о находке.
А той суке,которая украла и увезли кошку,на Чередники,Бог судья,мир круглый, аукнется.",2,ru
"В каком бы ты ни был настроении,завтра перед выходом из дома не забудь одеть маску доброжелательности,дабы избежать вопросов людей,которым в действительности не интересно что под ней.",0,ru
"Трендовые Цвета весна-лето 2016, Pantone.
Сохраните себе, чтобы не забыть! Будьте всегда в тренде😊 А лучше звоните и приходите на встречу - расскажите о какой свадьбе мечтаете и мы вместе придумаем, как воплотить вашу мечту и сделать ее лучшей свадьбой 2016 года!",1,ru
"Нереальный холод ... И компания ""отмороженных "" людей всего 11 машин Взялись и собрались на природу .Шашлыки и поездки на лошадях.Забрались в нереальную , но красивую глушь )))",1,ru
"Не могу удержаться и не проиллюстрировать анальную фрустрацию современной цивилизации потребления, от пышногрудого ренесанса к жопе! Жопа это главная ценность и символ поклонения ртажопов - адептов культа потребительской цивилизации. На смом деле, сейчас жопа во главе угла, Жопа это божество символизирующее смысл жизни современного человека, жопа это божество медитации и святая святых всех сакральных смыслов.",0,ru
"Сообщают, что вчера после продолжительной болезни умерла Ольга Олеговна Андронова 
(

Для тех, кто не знает, кто эта женщина, см. её последнее интервью: 

Несмотря на то, что последние года полтора мы не общались, при известии о её смерти мой мир резко сузился. Потому что О.О. — при своём бизнесе и большой семье — каждый день на общее благо делала колоссальную работу, какую один человек не выдюжит и на одну десятую. А воли и страсти в ней было и вовсе на целую армию. Думаю, что жизнь прожить нужно как-то так, как прожила её О.О.

Светлая ей память.",1,ru
"Я одного не понимаю, почему всегда дрель? Каждый день? Уже почти год ! Такое чувство, что у них кроме дрели нет приборов! Они смотрят дрель, слушают дрель, готовят с помощью дрели и даже воду кипятят дрелью! Хлеб режут дрелью!!!! блять эти соседи несчастные люди! - им даже в магазине кроме дрели ничего не продают!!!!!!!!",0,ru
"Ты 1 из 100 моих друзей,который всегда со мною и врадосте и впечале.!!!!
Ты всегда меня выслушаешь,поймешь,поддержишь,дашь мудрый совет.
Я очень дорожу нашей дружбой,ты для меня все.
Я очень тебя люблю ❤ 😚 😍",2,ru
"Ну вот и все! Я ждал этого момента с декабря 2011 года, когда выступил с инициативой выдвижения на выборах Президента РФ кандидатуры Навального вместо Явлинского.
> 

Тогда не случилось... А теперь за работу в штабе Алексея Навального на выборах Мэра Москвы (да и после выборов тоже) исключают. Навальный оказывается для партии «ЯБЛОКО» врагом хуже Путина.",1,ru
"Я никогда не думала, что человек может стать смыслом жизни другого человека! Я никогда не понимала, как можно дарить мужчине всю себя, забыв про гордость. Но встретив тебя, так близко и остро осознала это... И теперь для меня самое огромное счастье быть рядом с тобой, верить одним мечтам, дышать одним воздухом, дарить свою любовь бесконечно и просто знать, что ты есть!
Я ЛЮБЛЮ ТЕБЯ💝💖❤️💜💋😘😻",2,ru
"Кто одинок, тот не будет покинут.
Но иногда, по вечерам, это искусственное строение обрушивалось и жизнь становилась рыдающей стремительной мелодией, вихрем дикой тоски, желаний, скорби и надежд. Вырваться бы из этого бессмысленного отупения, бессмысленного вращения этой вечной шарманки, — вырваться безразлично куда... Ох, эта жалкая мечта о том, чтоб хоть чуточку теплоты, — если бы она могла воплотиться в двух руках и склонившемся лице! 
Или это тоже самообман, отречение и бегство?
Бывает ли что-нибудь иное, кроме одиночества?",1,ru
"А если рядом будет кипишь, она свою лепту пытается внести, то душечка в ИзраИль укатит, оттуда спокойней наблюдать, если что. Но смотавшись ради своей лучшей жизни, выставит себя гонимой за свою позицию. Лживые, подлые людишки ",0,ru
"Воу, надо бы попробовать. 

Хотя все таки это не очень удобно сейчас:
1. Положи деньги на телефон с карты
2. Оплати с телефона
vs
1. Оплати картой с pay pass",1,ru
"Лучшая подруга - это когда у вас есть
такие слова, услышав которые вы вдвоём
начинаете истерически смеяться, а все
остальные смотрят на вас как на идиоток",2,ru
"Мир настолько сгнил, что даже влюбиться в кого-то — это самый большой риск, который мы можем себе позволить. Нас сжимает изнутри от вероятности, что это окажется не взаимно или агрессивно воспринято. Люди разучились любить, миром правят потребительские отношения.",0,ru
"Отвези, привези, замути, закрути,тачка в тему,заебись,бесплатное такси.. там же через купюру немного пороха по ноздре пусти,ведь можно на верхушку вылезти,типа я с ними...вообще много способов влиться в чужую тусу,но вашу тусу отжали бы как мокрые трусы...",1,ru
"Миша! Вы же добрый человек и не оставите меня с моими виноватыми переживаниями навечно??? 
Клянусь - в мыслях не было обидеть Вас! 
Это всё интернет - не передаёт интонации, а она была иронично-веселая, чесслово!
Опять же и мне в свое время так написали - и объяснили, чтобы не обижалась.
И ещё: я совершенно не помню, в каком это зале!
Выручайте, прошу Вас!!!",2,ru
"Современным девушкам нужен парень с машиной и с большим кошельком, а мы, простые парни, уставшие после тренировки и с мелочью в кармане их не интересуем...",0,ru
"В Москве на 76-м году жизни скончалась легенда советского кинематографа Людмила Гурченко. Об этом сообщил ее супруг. Артистка умерла у себя дома от сердечного приступа.
Помним, Любим, Скорбим.",0,ru
"Внимание, внимание!!! Кому мы еще не сделали слайдшоу? Примерно помню, но список остался на системном жестком диске, что полетел (не пострадали никакие фотографии!!!). ПРОШУ В ЛС  ОТПРАВИТЬ МНЕ НАПОМИНАНИЕ, чтобы я сверил и никого не забыл! Спасибо!",1,ru
"Игра в любовь - жестокая игра...
И, как ни странно, но в нее играет
Всегда один, а тот, второй, хотя
Игру ту чувствует - спокойно принимает.

Один из них всю душу обнажит,
Искрит, играет, весь живет страстями,
И, вроде знает то, что предстоит,
Пробить пытается сердечко-камень.

Второй закроет сердце на замок,
Но обожанье благосклонно принимает.

Он твердо знает, что наступит срок,

И чувства, как весною снег, растают.

Как долго может та игра идти?
Свои у каждой пары будут сроки...
Сошлись пути - и разошлись пути.
Здесь каждый получил свои уроки.
Вот подживают шрамы на душе,
И, чтоб не превратилось сердце в камень,
На горизонте судеб видится уже
Другой, кому души подарим пламень.",0,ru
"То что болезнь это давно известно и мною и коллегами по учёбе в 90-е ещё кратко и понятно формулировали —

""Любовь есть психическое расстройство, вызванное дисбалансом электро-химических реакций"".

Однако есть и другая сторона медали.

Это и будет ответ на вопрос почему бабы так упороты на любви.
Всё дело в изменении вибраций внутри ДНК.
Так как женщины намного ближе к Природе и более инстинктивны, то именно поэтому у них просто заложена эта тяга к любви.
Но это не было бы проблемой если бы речь шла именно о любви вселенской к разным явлениям и людям.
Мы же критикуем именно упоротую зависимость на одном хахале когда любая баба теряет всякий рассудок.
Это и есть болезнь.

Как всегда отличаем зёрна от плевел.

Здесь про этот феномен очень хорошо рассказано.
Смотреть с 111 до 115 минуты.",1,ru
